Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
662,16606413,"Ibad Ur Rahman","2026-08-07 21:01:24",78.520,1,"hameesehsan,ibadia"
663,16611617,"Nugraha Andriawan Sukamdani","2026-08-09 02:22:50",78.255,4,nascool
664,16554048,"Sumit Gupta","2026-08-09 02:02:17",78.190,4,pokefirexyz
665,16500675,unknown,"2026-08-08 02:15:29",77.805,1,abdullahshafi2021
666,16334967,aviator22,"2026-08-10 02:37:13",77.715,6,aviator22
667,16591226,"Saikat Barua 1731052","2026-08-07 14:27:57",77.670,1,saikatbarua1731052
668,16328241,Fususu,"2026-08-09 07:51:40",77.175,5,phuongncn
669,16570499,taiseiu,"2026-08-08 02:15:38",76.930,1,taiseiu
670,16618308,"Jiman Kwon","2026-08-10 01:13:33",76.565,12,jimankwon
671,16320294,habakan,"2026-08-07 07:47:05",76.500,1,kansukehabano
672,16697661,Mansur_ai,"2026-08-09 21:49:43",76.275,2,mansurai
673,16323474,"Tariku Mehdi","2026-08-08 15:07:38",76.185,6,tarikumehdi
674,16689704,SpikeChou,"2026-08-08 09:37:31",75.825,1,littlelucky123
675,16405096,interplinker,"2026-08-09 12:36:41",75.465,4,interplinker
676,16688409,"Yoshinori Sato","2026-08-09 17:13:31",75.330,10,yosynory
677,16323704,"Na Ve Ba","2026-08-09 17:31:07",75.045,9,naveenvenubagadi
678,16671108,"Manu Nicholas Jacob","2026-08-08 00:24:58",74.925,7,manunicholasjacob
679,16561633,cindy,"2026-08-08 12:22:17",74.925,5,cindyxue1122
680,16644395,"Swaroop Kallakuri","2026-08-09 15:35:19",74.790,2,ksjpswaroop
681,16317057,hally,"2026-08-09 16:31:19",74.700,1,halishikawa
682,16685746," Jiangwuguang1","2026-08-07 16:28:09",74.250,1,jiangwuguang1
683,16565833,"Josaiah Syiem","2026-08-07 16:24:35",73.350,1,joesyiem
684,16686856,"Dheeraj Sahi","2026-08-07 17:50:25",73.350,1,dheerajsahi
685,16645606,Adam,"2026-08-07 17:43:44",72.495,2,potonglantie93
686,16403199,"Gagan Deep","2026-08-09 09:32:19",72.450,5,gagandeep1
687,16462721,fujii,"2026-08-09 05:53:03",72.315,2,kojisoemi
688,16610239,KimMun,"2026-08-09 14:40:42",72.000,2,munhyeong
689,16318974,MrCyberHunter,"2026-08-09 15:26:10",71.520,1,mrcyberhunter
690,16561932,"Nidhi Choudhary","2026-08-08 10:19:27",71.425,1,nidhichoudhary2
691,16501260,U023,"2026-08-09 20:54:46",71.410,1,ryutek
692,16579572,"Hayden Lawson","2026-08-10 00:12:31",71.270,12,haydsl
693,16696289,Saravanan,"2026-08-10 01:20:47",70.970,2,saravananj
694,16688061,Pat,"2026-08-09 21:07:15",70.830,4,junseia
695,16530955,"Jonathan Kierce","2026-08-08 23:04:40",70.560,5,jonokierce
696,16444473,huyang111,"2026-08-09 17:16:36",70.365,2,huyang111
697,16655923,RngRng,"2026-08-09 10:52:32",70.290,6,rngrng
698,16542410,Alien_X,"2026-08-09 06:08:15",69.705,6,"aifahim,alkabashialnour,samiatisha"
699,16575479,"Shinichi #2","2026-08-09 14:42:39",69.255,10,shinuk
700,16654714,"fares mallouli","2026-08-07 10:19:08",69.165,1,faresmallouli
701,16685891,"Kohei #2","2026-08-10 02:18:55",68.085,4,kshintani
702,16589578,"Kerem çelik","2026-08-08 07:50:15",68.040,1,keremelik
703,16597819,iCopee,"2026-08-07 05:41:08",67.720,4,icopee
704,16548285,linjianrong,"2026-08-07 05:35:44",67.545,1,linjianrong
705,16555376,"Will Rice","2026-08-09 11:57:04",67.485,4,willrice
706,16426641,"Jiajun HAN","2026-08-07 12:59:48",67.140,1,jiajun1
707,16687641,hudax18,"2026-08-09 00:34:24",66.865,8,hudax18
708,16621993,victorriposati,"2026-08-09 22:12:59",66.765,1,victorriposati
709,16676099,"Yang Wei Hao","2026-08-09 14:48:12",66.345,10,aichangeworld
710,16601325,"Xiaojing Zhang","2026-08-07 20:36:54",65.885,1,zhangxeon
711,16679465,"Manolo Chow","2026-08-09 23:22:48",65.705,8,manolochow
712,16312533,tetsu2131,"2026-08-09 16:03:13",64.970,15,tetsutani
713,16314922,"GPT 5.6 Pro Plus Max Ultra","2026-08-09 08:30:14",64.480,5,"chesteryuan,qiuzilang"
714,16634978,insuperabilehart,"2026-08-09 19:56:38",64.395,9,insuperabile
715,16310411,stefanoclss,"2026-08-09 10:16:06",63.905,15,stefanoclss
716,16452493,"Dell Durio","2026-08-09 19:20:57",63.675,6,delldurio
717,16318824,"Giuseppe Frigeni","2026-08-09 13:22:17",62.955,14,giuseppefrigeni
718,16675388,"Nathan Crossdale","2026-08-09 16:02:44",62.935,3,"damarioescoffery,nathancrossdale,trevaughnjohnson"
719,16372220,"Anhad Mahajan","2026-08-08 15:49:19",62.460,1,anhadmahajan06
720,16506549,"Hong Dae Kim","2026-08-09 06:33:38",62.415,5,hongdaekim
721,16497898,"Yixiao Duan","2026-08-09 05:31:06",62.370,15,dyx937657
722,16665049,"Darin Ye","2026-08-07 07:24:22",62.190,1,darinye
723,16605912,"Sijon Chisty Saon","2026-08-09 04:24:41",61.920,2,saon110
724,16634894,Hamachi,"2026-08-08 00:44:27",61.835,1,hamatz
725,16450337,"Changyuan Chen","2026-08-09 10:55:31",61.705,1,"changyuanchenmit,louielau,luoziyang1,pinkou,w1ll1am10"
726,16690392,"S.M Hadi Rizvi","2026-08-09 12:25:33",61.680,1,smhadirizvi
727,16592578,"ZeLong Leo","2026-08-07 17:08:00",61.080,2,zelongleo
728,16604358,"Ray #2","2026-08-08 01:17:33",61.070,5,faykudbq
729,16552669,wally0593,"2026-08-09 00:32:12",61.025,10,wally0593
730,16337129,"li eric","2026-08-08 04:16:01",60.535,2,huyfff
731,16686800,"Zalyaliev Marat","2026-08-09 12:41:12",60.105,2,axollo
732,16611547,程少楷VV,"2026-08-09 09:01:42",60.060,2,cluckinvv
733,16331671,Cappa,"2026-08-09 02:53:22",59.530,10,cappapy
734,16594211,hehahakl,"2026-08-07 15:47:53",58.950,1,hehahakl
735,16337115,9Hash,"2026-08-09 10:42:50",58.320,10,hashimrazi
736,16538346,"Muhammad Haseeb Ahmad","2026-08-09 21:50:08",57.810,2,mhahmad
737,16329709,prince22466,"2026-08-10 06:43:52",57.415,16,prince22466
738,16686939,bobby_droptables,"2026-08-08 15:25:29",57.330,2,prospal
739,16392657,"Tasuku Kera","2026-08-07 09:27:39",57.270,1,kellerman
740,16325042,"Shigeru Kondou","2026-08-09 08:24:15",57.255,4,shigerukondou
741,16655006,thwaitsusa2,"2026-08-10 00:01:52",56.970,7,thwaitsusa2
742,16591054,Durlabh_Jha,"2026-08-07 20:31:40",56.670,1,durlabhjha
743,16691876,"Castian Hans","2026-08-08 19:31:42",55.535,5,castianhans
744,16674003,tedo,"2026-08-09 05:21:06",55.395,4,takuroedo
745,16378950,akmr,"2026-08-08 16:12:08",55.310,7,akimaru
746,16397016,"Chrispin Kabuya","2026-08-09 10:01:06",55.195,4,chrispinkabuya
747,16679575,MalharUjawane,"2026-08-07 18:14:10",55.065,1,justmalhar
748,16696195,"Deniz Eryılmaz","2026-08-09 19:38:50",54.645,2,denizeryilmaz
749,16694525,maco-macoo,"2026-08-09 10:10:18",54.095,2,macomacoo
750,16694608,"Qamar usman","2026-08-09 18:23:40",53.985,5,qamarmath
751,16663980,"Thiago P","2026-08-08 01:01:21",53.955,1,thiagodata
752,16565748,"Moez's AIST","2026-08-09 14:28:41",53.910,5,khmoezurrehman
753,16424375,"Seungjun Lee","2026-08-09 17:48:55",53.840,1,seungjunleeofficial
754,16659532,"Moaiz Baloch","2026-08-07 16:08:02",53.750,5,moaizbaloch
755,16416819,chase,"2026-08-09 14:57:01",53.210,5,ccolbert
756,16694098,"Fernando GH H","2026-08-09 23:11:14",53.095,5,fernandoghh2
757,16317112,"Felipe KNBIS","2026-08-08 02:23:38",52.810,3,felipe1983
758,16689080,wata,"2026-08-09 14:53:32",52.740,7,iwatahiroki
759,16589239,heralces,"2026-08-07 14:48:07",52.330,1,heralces
760,16675279,"Nikolai Zhelnov","2026-08-07 09:36:09",51.695,1,nikolaizhelnov
761,16677963,felipe9695,"2026-08-08 21:18:30",51.435,6,felipe9695
762,16668970,"Tomas Pødenphant Lund","2026-08-09 17:45:27",50.615,6,tomaspdenphantlund
763,16686962,"Abdulatif Mahgoub","2026-08-08 10:13:41",50.490,3,abdulatifmahgoub
764,16658134,"Nicolai Johannesen 73","2026-08-09 16:56:50",50.420,10,nicolaijohannesen73
765,16539417,Konhrad,"2026-08-09 05:53:17",50.135,10,"amoghkondiparthy,d00000d,himanshtekumudi,krsna05"
766,16549679,"Mutoy Choi","2026-08-09 10:00:11",49.815,1,"mutoy1,seobeumgeun,smcho1201"
767,16670851,Dread,"2026-08-09 23:54:25",49.630,3,"dreaddevelopment,seanornberg"
768,16389391,"Masanam Medha","2026-08-10 03:30:33",49.500,8,masanammedha
769,16436405,"Daiki Matsuoka","2026-08-08 20:49:27",49.000,5,daikimatsuokaa
770,16642235,zhuzhuheng,"2026-08-09 15:44:52",48.555,11,zhuzhuheng
771,16676444,hirayuki,"2026-08-09 15:23:24",48.330,7,hirayukis
772,16670509,"Aarav Verma","2026-08-09 21:27:21",47.880,3,aaravverma16
773,16642102,"Avvy Lavoienne","2026-08-09 06:23:52",47.795,3,avvylavoienne
774,16367356,"Nikhil Krishna A","2026-08-09 03:39:57",47.565,3,techmasternikhil
775,16671489,Brent,"2026-08-08 07:20:14",46.810,3,brentwoodard
776,16661753,Alkaid_Chen,"2026-08-08 01:15:09",45.950,7,alkaidchen
777,16695087,"PARK HYUNSIK","2026-08-09 10:29:36",45.855,2,hyunsikpark
778,16685755,"Raj Aryan","2026-08-07 19:00:18",45.675,5,rajaryan2503
779,16544689,Shyshca,"2026-08-09 07:22:54",45.525,6,shyshca
780,16673302,"Samuel Sundararaman ","2026-08-09 05:58:51",45.020,2,neopok919
781,16370389,Goldian,"2026-08-09 21:00:14",45.000,5,goldian
782,16497499,"Luiz Garcia","2026-08-09 19:14:04",44.145,5,luizgarciadc
783,16689717,"Dheeraj Kumar","2026-08-09 05:23:44",44.055,3,kdheeraz
784,16694321,zacsho,"2026-08-09 13:36:17",44.025,1,zacsho
785,16317813,Morbius108,"2026-08-07 15:54:12",43.400,1,akash108
786,16639278,"Faruk Çiftler","2026-08-10 00:09:07",43.330,16,abdullahfaruk
787,16307133,yuuuki1111,"2026-08-09 08:54:32",43.245,7,yuuuki1111
788,16593464,"Евгений Мурзин","2026-08-09 18:14:03",43.025,2,evgeniy555
789,16376207,"Jake Grimes","2026-08-09 21:37:57",42.975,5,jakegrimes
790,16315437,Hitherto,"2026-08-09 15:41:26",42.280,15,"lawrencegater,suzannecrippin,verityix"
791,16588521,"MUHAMMED MUHYUDHEEN T","2026-08-09 15:13:17",41.490,3,muhammedmuhyudheent
792,16630911,RJChocopy,"2026-08-09 15:22:09",41.130,3,andnyu
793,16441119,Cpleasance,"2026-08-09 20:52:38",40.315,5,cpleasance
794,16664380,Perplexed_Ranger,"2026-08-07 12:40:00",40.185,1,perplexedranger
795,16675323,"fresh time","2026-08-07 11:12:03",40.050,1,freshtime
796,16307434,"Y. O.","2026-08-09 13:32:33",39.555,1,yuooka
797,16599865,sota1111,"2026-08-09 17:08:46",39.420,3,sota1111
798,16685437,CAD_JPN,"2026-08-09 11:07:11",39.015,6,cadjpn
799,16596772,中川敦司,"2026-08-08 18:00:23",38.880,3,croixdunord
800,16361400,"Prathmesh Adsod","2026-08-09 19:45:25",38.655,13,prathmeshadsod
801,16684816,althephan,"2026-08-08 08:52:03",38.025,1,althephan
802,16668719,"Antoine Matemane Mahirwe","2026-08-09 15:55:31",37.315,5,antoinemah
803,16402143,Vinit,"2026-08-08 13:54:55",36.885,1,ryotsuu
804,16669448,"Kirill Molostov","2026-08-08 15:12:46",36.540,2,kirillmolostov
805,16319826,"Gulhanim Dokmeci","2026-08-08 23:53:42",36.010,3,gulhanimsc
806,16551861,"Jithendra Maddala","2026-08-09 07:41:52",35.830,4,jithendramaddala
807,16670353,"Vlas Veles","2026-08-08 13:17:07",35.550,3,vlasveles
808,16675515,"Lu Antony","2026-08-09 02:12:11",34.950,7,luantony
809,16686861,Ashfi.EX3,"2026-08-09 17:41:28",34.890,7,androgamerzpro
810,16385063,"Team Women Or Something","2026-08-08 17:39:11",34.790,5,"appalachianmounta1n,reneeschmidt"
811,16334286,techtech69,"2026-08-09 10:38:33",34.285,8,techtech69
812,16661911,"Arthur Franckz","2026-08-09 08:45:17",34.260,3,arthurfranckz
813,16653150,ancientLuck,"2026-08-08 05:43:57",33.895,1,ancientluck
814,16516143,"Praveen Mittal","2026-08-08 07:57:56",33.725,5,pkmittal28
815,16586432,ethan.ai,"2026-08-07 15:55:32",33.660,1,ethanai
816,16670622,Utkarsh,"2026-08-09 19:27:18",32.910,1,n0va007
817,16687216,"Philipp k-s","2026-08-09 19:29:08",32.850,3,philippkeussenstrau
818,16690687,"Nishant Malhotra","2026-08-09 10:08:22",32.445,5,nishantmalhotra8009
819,16462731,"AI Safety Done Wrong","2026-08-08 23:37:30",31.365,1,dummyindex
820,16692533,"Amged Alfaqih","2026-08-08 20:35:24",31.225,1,AmgedAlfaqih
821,16695444,RYUSHI,"2026-08-09 13:18:29",30.400,1,ryushisa
822,16686640,"zsw issac","2026-08-09 03:00:29",30.025,1,zswissac
823,16592731,HalloBoki,"2026-08-08 03:43:10",29.935,1,hallojong0319
824,16405454,FJMT,"2026-08-09 13:47:02",29.080,5,masatoshifujimoto
825,16351873,"Debashis Mohapatra","2026-08-09 06:01:04",28.980,1,debashismohapatra
826,16368989,AIいってんの？,"2026-08-09 12:29:21",28.200,15,takuji
827,16401436,"T0m0t0m0 W","2026-08-09 21:44:45",27.945,3,t0m0t0m0w
828,16696558,"Hamza Kazi","2026-08-09 18:25:03",27.780,1,hamzakazi
829,16691821,saikyo,"2026-08-09 16:04:37",27.600,3,kyosaikyo
830,16326421,shane18,"2026-08-09 23:57:45",27.000,7,shane18
831,16462906,bbobWayne,"2026-08-07 20:11:44",26.365,1,bbobwayne
832,16670091,"Viktor Korsun","2026-08-07 11:32:00",26.160,1,viktorkorsun
833,16687832,parcadei,"2026-08-09 19:16:24",24.540,2,parcadei
834,16687820,"Om Sanghvi","2026-08-09 23:26:10",24.230,5,omsanghvi
835,16495024,takai380,"2026-08-09 09:48:48",22.560,2,takai380
836,16593774,"Sourab Ghosh","2026-08-09 20:09:10",22.480,3,sourabghosh
837,16514215,Pirhosseinlou,"2026-08-09 08:47:13",22.095,5,pirhosseinlou
838,16688194,Mr6436,"2026-08-09 10:46:32",21.680,3,mr6436
839,16621338,mengxc410,"2026-08-09 15:49:33",21.135,5,mengxc410
840,16646090,"Aakash Kavuru","2026-08-07 08:17:31",20.800,3,aakashkavuru
841,16544857,"Arum Puri ","2026-08-09 14:45:12",20.695,4,arumpuri
842,16638018,Randynho,"2026-08-09 21:30:14",19.400,1,randynho
843,16663404,"Tan Wee Joe","2026-08-07 21:45:42",19.125,3,w3joe0
844,16461457,"Joseph Adamski","2026-08-09 00:16:40",18.840,15,josephadamski91
845,16325888,Techjays,"2026-08-08 16:29:58",18.370,1,saravanarajanb
846,16555546,koro298,"2026-08-08 03:10:52",18.350,1,koro298
847,16608472,Biplabinfo,"2026-08-07 11:48:58",18.115,2,biplabinfo
848,16590110,"Wonbin Shim","2026-08-09 02:28:32",18.045,3,wonbinshim
849,16319493,Jimbo,"2026-08-10 01:15:00",17.910,2,jimmybrown
850,16695223,Aiden-Kwak,"2026-08-09 10:57:30",17.520,1,aidenkwak
851,16470046,Trinexis,"2026-08-07 17:10:29",17.095,1,"senthilv83,sidharthearat"
852,16315619,"Dmitry Cherginets","2026-08-09 12:28:32",17.085,4,dmitrycherginets
853,16543144,Mohib,"2026-08-08 10:04:24",16.950,3,mohib94
854,16488619,"Sima Yi","2026-08-09 09:16:00",16.650,5,aceplayer11
855,16672366,"Never quit","2026-08-08 00:37:02",15.495,1,leonstew
856,16663961,mosorio1,"2026-08-09 18:25:06",15.175,1,mosorio1
857,16653473,phantomxy,"2026-08-10 00:53:08",14.400,9,phantomxy
858,16407272,"John Doe","2026-08-10 01:30:41",12.405,2,johndoe90843
859,16328839,xiaweiyi475,"2026-08-09 01:17:36",11.550,2,xiaweiyi475
860,16643596,"Seth Moudry","2026-08-08 05:37:25",11.245,5,sethmoudry
861,16537225,StevenYoung2019,"2026-08-07 10:29:04",11.095,1,"stevenyoung2019,yinghecold,zhenjunzhu"
862,16610166,"syouya tobita","2026-08-09 19:58:30",10.950,2,syouyatobita
863,16691523,Gafurk,"2026-08-08 23:09:39",8.610,1,gafurkhussanbayev
864,16676222,"KOSUKE MATSUDA","2026-08-09 03:00:06",8.490,2,kosukematsuda
865,16693132,"Yuichiro Kinoshita","2026-08-09 06:22:19",8.280,1,yuichirokinoshita
866,16694066,M1kasaa,"2026-08-10 02:52:12",8.080,6,m1kasaa
867,16306648,FlyingRooster,"2026-08-09 16:53:43",7.500,7,flyingrooster
868,16660409,panacea9320,"2026-08-09 12:32:54",6.220,3,panacea9320
869,16371177,S308,"2026-08-07 18:22:27",6.075,4,soham308
870,16499969,AnZ,"2026-08-09 06:44:39",5.850,1,minhbui1997
871,16693095,kazusw,"2026-08-09 02:39:57",5.825,1,kazusw
872,16533552,"Shane Schisler","2026-08-09 15:03:01",5.785,6,seschis
873,16328534,"Alon Trogan","2026-08-10 00:56:33",5.645,5,alontrogan
874,16368916,hsiaosuan,"2026-08-10 03:46:29",4.710,1,hsiaosuan
875,16691202,"Pushpak Teja","2026-08-08 13:42:18",4.690,1,praxel
876,16477808,"Ilya Usmanov","2026-08-09 21:43:20",4.330,12,ilyausmanov
877,16315345,maniginam,"2026-08-10 00:00:07",4.260,1,maniginam
878,16634267,XXL,"2026-08-08 23:23:08",4.155,7,"songnianzhao,xiaoxl"
879,16605951,YANGJINWU,"2026-08-09 08:54:48",4.005,10,yangjinwu
880,16602040,MarisolYu,"2026-08-08 13:12:50",3.805,3,marisolyu
881,16610463,fahimMK,"2026-08-09 12:04:25",3.790,3,fahimmk
882,16687874,"soufiane Lasfar","2026-08-07 22:50:53",2.730,1,soufianelasfar
883,16410852,"Tan Thanh","2026-08-10 02:19:47",2.680,1,tanthanh2211
884,16554417,shy123456,"2026-08-07 15:06:17",2.100,2,shy123456
885,16305500,"Charbel Nehme","2026-08-09 07:45:40",1.970,5,charbelnehme
886,16323067,Ravindra,"2026-08-08 12:39:56",1.830,6,ravi123a321at
887,16697181,"Zhassulan Shakenov","2026-08-09 18:02:35",1.740,2,zhas1ke
888,16557050,tartessos,"2026-08-09 16:39:20",1.470,3,marcosbermejoagenjo
889,16675067,"Luka Duvanov","2026-08-08 02:00:16",1.270,1,nekkon
890,16317853,"Teresa Fitzgerald","2026-08-10 01:05:34",1.175,2,teresafitzgerald
891,16697232,Galius5136,"2026-08-09 21:04:48",1.125,2,galius5136
892,16660454,beginner46,"2026-08-08 05:27:03",1.105,1,beginner46
893,16683249,"Harshpreet Singh #2","2026-08-08 17:12:08",1.070,4,harshpreetsingh45
894,16679777,ganbat24,"2026-08-08 07:08:29",1.050,2,ganbat24
895,16689030,"Carl Makt","2026-08-08 23:26:52",1.010,3,carlmakt
896,16337434,alijs,"2026-08-09 13:12:19",0.950,2,alijs1
897,16677931,HiAgent,"2026-08-10 01:05:51",0.940,7,fujiaoji
898,16644632,"hany kassem","2026-08-09 23:50:50",0.825,4,hanykassem
899,16657808,"Amar bin mohd Kamal","2026-08-10 02:05:26",0.710,1,amarbinmohdkamal
900,16306198,Xz,"2026-08-09 13:27:20",0.505,15,xiaoz259
901,16686452,"Syakirin Pahimi","2026-08-10 02:47:28",0.435,2,syakirinpahimi
902,16694969,QBXXS2006,"2026-08-09 13:05:38",0.430,2,qbxxs2006
903,16602968,"Nyasha Gandah","2026-08-09 11:22:05",0.380,2,nyashagandah
904,16324946,"Siddharaj Kulkarni","2026-08-09 05:05:16",0.275,1,siddharajkulkarni
905,16552032,"Ryo Hasegawa","2026-08-08 19:24:33",0.260,1,ryohasegawa926
906,16616488,"Emanuel Laureano","2026-08-08 17:22:54",0.230,2,emanuellaureano
907,16693513,"Priyanshu Sinha","2026-08-09 16:51:41",0.180,2,pri2si17
908,16691595,"Adam Johnson","2026-08-10 05:26:17",0.165,10,comfyops
909,16694762,"Ayush Anand","2026-08-09 17:24:27",0.150,2,ayushanand01
910,16693560,"Murad Ruslanovich","2026-08-10 07:59:43",0.110,9,muradruslanovich
911,16653206,"Lee Haooo","2026-08-09 16:08:22",0.075,5,leejamdddd
912,16684960,Vato_24,"2026-08-08 14:25:00",0.075,2,vato24
913,16362119,"Adil Shamim","2026-08-08 14:48:18",0.075,1,adilshamim8
914,16306455,"TM Corporation","2026-08-08 21:26:13",0.075,4,"aizealotwu,mahdiseddigh,tom99763"
915,16670963,Kangyujinee,"2026-08-08 21:44:38",0.075,1,kangyujinee
916,16692989,"Success Oduduru","2026-08-09 22:01:37",0.075,5,successoduduru
917,16612987,mjiang080728,"2026-08-10 03:21:36",0.075,1,mjiang080728
918,16609665,"Yuanwei Shi","2026-08-10 04:47:31",0.075,2,yuanweishi
919,16697417,"Hung S Nguyen","2026-08-10 06:25:38",0.075,1,hungsnguyen
920,16699001,河西　正寛,"2026-08-10 06:42:34",0.075,1,masapirika
921,16693972,souju00,"2026-08-09 06:02:28",0.060,1,souju00
922,16688218,gojibori,"2026-08-09 07:59:35",0.060,1,gojibori
923,16654138,Zanyar1234,"2026-08-09 14:14:15",0.060,3,zanyar1234
924,16690954,"Luxshan Thavarasa","2026-08-10 08:20:36",0.060,9,luxluxshan
925,16693384,neko_yt,"2026-08-09 11:19:29",0.060,3,yoshihiratakahide
926,16697845,"Mohamed Rsaissi","2026-08-09 20:22:53",0.060,1,mohamedrsaissi
927,16416987,"kevin zhou","2026-08-09 16:17:56",0.045,2,kevinzhou66
928,16369039,"Team name placeholder","2026-08-09 14:05:02",0.030,11,"alehandreus,conormacamhlaoibh,samson8"
929,16686901,"Shubham Tibrewal","2026-08-08 21:10:02",0.015,1,researchai2026
930,16652740,"Đàm Văn Tài","2026-08-09 04:24:50",0.000,13,damvantai
931,16390033,Glitchy,"2026-08-07 06:34:35",0.000,1,lemon04
932,16568621,"Vimukthi Hewage","2026-08-08 14:30:19",0.000,2,vimukthihewage
933,16618422,"Lynn Theophene","2026-08-07 15:29:44",0.000,1,lynntheophene
934,16674439,Freeman0,"2026-08-07 17:40:09",0.000,1,freeman0
935,16686949,"samhith nadig","2026-08-07 19:06:52",0.000,3,samhithnadig
936,16686761,"TANISHK BHANAGE","2026-08-09 07:01:33",0.000,4,tanishkvirajbhanage
937,16599329,Iilover,"2026-08-10 06:14:57",0.000,13,oliviergallardo
938,16680664,BASIL,"2026-08-07 23:23:49",0.000,1,beizhenchang
939,16337385,doozyguy,"2026-08-08 00:06:37",0.000,1,doozyguy
940,16688389,"Abhay Thomas","2026-08-08 21:07:47",0.000,3,abhaythomas
941,16688900,"alekh kumar sinha","2026-08-08 07:11:34",0.000,1,alekh09
942,16339518,"Shamseldeen ismaiil","2026-08-08 09:31:56",0.000,1,shamseldeenismaiil
943,16380121,"Harshedh Vijay","2026-08-09 10:38:42",0.000,2,harshedhvijay
944,16319625,Makotu,"2026-08-09 03:23:54",0.000,2,mhyodo
945,16315598,"Rohith Matam","2026-08-08 18:40:25",0.000,1,rohithmatam12
946,16692790,"AKASH MITTAL","2026-08-08 20:45:57",0.000,2,thecielo
947,16693038,meow3301,"2026-08-08 22:24:49",0.000,2,meow3301
948,16543455,Garv88,"2026-08-09 04:14:13",0.000,2,garv88
949,16693148,Msskre,"2026-08-10 04:54:45",0.000,3,msskre
950,16319846,"Ramana Prabhu Sana","2026-08-09 04:53:00",0.000,1,ramanaprabhusana
951,16390291,"Jun AKita","2026-08-09 06:00:20",0.000,1,junakita
952,16600338,OKA,"2026-08-09 06:21:38",0.000,1,secshuoka
953,16640612,bplyc15,"2026-08-09 08:03:09",0.000,1,bplyc15
954,16692676,"Ag maireachtáil saol sona","2026-08-09 08:03:43",0.000,1,arunramaswamy
955,16577040,tahir591,"2026-08-09 12:15:12",0.000,1,tahir591
956,16500668,"Yanbo Han","2026-08-09 13:41:56",0.000,1,"gyx980323,ruizewu1,xingxue1,z1enshen"
957,16597185,shelt_dld,"2026-08-09 14:28:02",0.000,1,sheltdld
958,16482473,Abhijeet,"2026-08-09 17:47:54",0.000,1,abhijeetmehla
959,16696207,Владислав,"2026-08-10 08:04:35",0.000,4,vladkuznecov825
960,16695974,crnohd,"2026-08-10 07:07:54",0.000,2,crnohd
961,16333815,"Kunal Rout","2026-08-10 07:23:27",0.000,1,charlotte26
